"Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference (cm)","Depth (cm)","Diameter (cm)","Height (cm)","Length (cm)","Weight (kg)","Width (cm)","Seat Height (cm)","Duration (sec.)"
"Advertisement for Eastman Kodak","Ralph Bartholomew, Jr.","356","(American, 1907–1985)","(American)","(1907)","(1985)","(Male)","1947","Gelatin silver print","15 3/8 × 19 1/2"" (39.2 × 49.5 cm)","Acquired through the generosity of John C. Waddell","184.1985","Photograph","Photography",1985-05-29,"Y",47948,"http://www.moma.org/collection/works/47948","http://www.moma.org/media/W1siZiIsIjE5NDg4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5b109480fbff8031",NA,NA,NA,39.2,NA,NA,49.5,NA,NA
"Street Scene; Subway Kiosk","Morris Engel","1730","(American, 1918–2005)","(American)","(1918)","(2005)","(Male)","1940","Gelatin silver print","13 × 10 3/4"" (33 × 27.3 cm)","Purchase","83.1943","Photograph","Photography",1943-05-12,"N",45878,NA,NA,NA,NA,NA,33,NA,NA,27.3,NA,NA
"Billy's Basic Costume. Costume design for the ballet Billy the Kid","Jared French","1990","(American, 1905–1988)","(American)","(1905)","(1988)","(Male)","1938","Gouache, watercolor, and pencil on printed paper, pasted on board with ink","17 1/2 × 8 5/8"" (44.5 × 21.9 cm)","Gift of Lincoln Kirstein","509.1941.20","Drawing","Drawings & Prints",1941-12-10,"Y",85582,"http://www.moma.org/collection/works/85582","http://www.moma.org/media/W1siZiIsIjMyODEyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c56a5f33ef0f9b18",NA,NA,NA,44.4500889002,NA,NA,21.9075438151,NA,NA
"Poster of the French National Railroad","Album-miscellaneous","101","(Various)","()","(0)","(0)","()","1900-1943",NA,NA,"Gift of the French National Railroads","65.1943.71","Design","Architecture & Design",1943-02-18,"N",162892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Linkage","Terry Fox","1962","(American, 1943–2008)","(American)","(1943)","(2008)","(Male)","1982","12-inch vinyl record and catalogue","dimensions vary","Committee on Prints and Illustrated Books Fund","854.2013.107","Audio","Drawings & Prints",2013-10-10,"Y",183972,"http://www.moma.org/collection/works/183972","http://www.moma.org/media/W1siZiIsIjM3NjQ0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=77ffc98e971666ea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Voice 2","Jasper Johns","2923","(American, born 1930)","(American)","(1930)","(0)","(Male)","1983","Lithograph","composition (irreg.): 8 3/4 x 18 11/16"" (22.2 x 47.5 cm); sheet: 19 11/16 x 25 7/8"" (50 x 65.7 cm)","Gift of Celeste Bartos","617.1983","Print","Drawings & Prints",1983-09-21,"Y",71911,"http://www.moma.org/collection/works/71911","http://www.moma.org/media/W1siZiIsIjIyMTQ3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=81af6a1b9674b246",NA,NA,NA,22.2,NA,NA,47.5,NA,NA
"The Intelligence of the Flowers","Alvin Langdon Coburn","1164","(American, 1882–1966)","(American)","(1882)","(1966)","(Male)","1907","Photogravure","Overall: 8 1/4 × 5 1/8"" (21 × 13 cm)","Purchase","174.1976.1-4","Photograph","Photography",1976-04-21,"N",47376,NA,NA,NA,NA,NA,21,NA,NA,13,NA,NA
"<<JÔ>> N° 390 from Alphabet Bété","Frédéric Bruly Bouabré","30876","(Ivorian, 1923–2014)","(Ivorian)","(1923)","(2014)","(Male)","1991","Colored pencil, pencil, and ballpoint pen on board","3 7/8 × 5 7/8"" (9.8 × 14.9 cm)","CAAC - The Pigozzi Collection. Gift of Jean Pigozzi","104.2019.396","Drawing","Drawings & Prints",2019-04-04,"Y",299415,"http://www.moma.org/collection/works/299415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VASARELY","Victor Vasarely","6109","(French, born Hungary 1908–1997)","(French)","(1908)","(1997)","(Male)","1965","Monograph with reproductions and 5 line block reproductions with unbound screenprinted mylar overlays, printed in black; and 1 multiple: stencil, printed in color on metal mounted on gray painted wood","page  11 5/8 x 9 3/16"" (29 x 23.3 cm)
Prints and multiple:  various dimensions.","Monroe Wheeler Fund","315.1966.1-6","Illustrated Book","Drawings & Prints",1966-05-10,"N",15460,NA,NA,NA,NA,NA,29,NA,NA,23.3,NA,NA
"Gastronomy, a catalogue of books and manuscripts on cookery…1480-2002….Catalogue nine","Ben Kinmont","41829","(American, born 1963)","(American)","(1963)","(0)","(Male)","2004","Catalogue",NA,"Fund for the Twenty-First Century","72.2013.197","Print","Drawings & Prints",2013-02-07,"N",169258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Postal Dossier (Dossier postale)","Alighiero Boetti","630","(Italian, 1940–1994)","(Italian)","(1940)","(1994)","(Male)","1969-70","Paperboard folder containing photocopies","folder: 13 3/4 x 9 13/16"" (35 x 25 cm)","Gift of Sperone Westwater","1268.2012.41","Print","Drawings & Prints",2012-10-03,"N",167339,NA,NA,NA,0,NA,35,NA,NA,25,NA,NA
"Untitled","Michael Schmidt","5238","(German, 1945–2014)","(German)","(1945)","(2014)","(Male)","1983","Gelatin silver print, printed 1993","22 13/16 × 18 5/16"" (57.9 × 46.5 cm)","The Family of Man Fund","840.1998","Photograph","Photography",1998-12-10,"N",56689,NA,NA,NA,NA,NA,57.9,NA,NA,46.5,NA,NA
"The Brown Sisters, Allston, Massachusetts","Nicholas Nixon","4315","(American, born 1947)","(American)","(1947)","(0)","(Male)","1983","Gelatin silver print","18 1/8 × 22 5/8"" (46 × 57.4 cm)","The Photography Council Fund","646.2006","Photograph","Photography",2006-10-12,"Y",105230,"http://www.moma.org/collection/works/105230",NA,NA,NA,NA,46,NA,NA,57.4,NA,NA
"Sikhes kholin. Prager legende (Small Talk: The Legend of Prague)","El Lissitzky","3569","(Russian, 1890–1941)","(Russian)","(1890)","(1941)","(Male)","1917","Book with 17 letterpress illustrations (one with watercolor additions)","page (each): 9 1/8 x 11"" (23.1 x 28 cm)","Gift of The Judith Rothschild Foundation","213.2001","Illustrated Book","Drawings & Prints",2001-01-24,"Y",13806,"http://www.moma.org/collection/works/13806",NA,NA,NA,NA,23.1,NA,NA,28,NA,NA
"Untitled, no. 12 of 24, from the series, Lullaby","Louise Bourgeois","710","(American, born France. 1911–2010)","(American)","(1911)","(2010)","(Female)","2006","Screenprint","sheet: 15 1/8 × 11 3/8"" (38.4 × 28.9 cm)","Gift of the artist","1352.2009.13","Print","Drawings & Prints",NA,"Y",167550,"http://www.moma.org/collection/works/167550","http://www.moma.org/media/W1siZiIsIjE5NTE3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eb5b41753463c64d",NA,NA,NA,38.4,NA,NA,28.8925577851,NA,NA
"Vor Sonnenaufgang (plate, folio 92) from Ecce Homo","George Grosz","2374","(American, born Germany. 1893–1959)","(American)","(1893)","(1959)","(Male)","1922–23 (original executed in 1922)","One from an illustrated book with 100 offset lithograph reproductions","composition (irreg.): 10 1/2 × 8"" (26.6 × 20.3 cm); page (each approx.): 13 11/16 × 9 13/16"" (34.8 × 25 cm)","The Louis E. Stern Collection","854.1964.99","Illustrated Book","Drawings & Prints",1964-10-06,"Y",151631,"http://www.moma.org/collection/works/151631","http://www.moma.org/media/W1siZiIsIjEyMzMyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7afe0f2c4848292f",NA,NA,NA,26.6,NA,NA,20.3,NA,NA
"Untitled","Unknown photographer","8595",NA,"()","(0)","(0)","()","c. 1900","Album of 48 gelatin silver prints","5 1/4 × 7 1/8"" (13.3 × 18.1 cm)","Gift of Peter J. Cohen","891.2010.23","Photograph","Photography",2010-10-07,"N",174441,NA,NA,NA,NA,NA,13.3350266701,NA,NA,18.0975361951,NA,NA
"Solstice","Barbara Morgan","4089","(American, 1900–1992)","(American)","(1900)","(1992)","(Female)","1943","Photograph","13 × 9"" (33 × 22.9 cm)","Purchase","86.1943","Photograph","Photography",1943-05-12,"N",45944,NA,NA,NA,NA,NA,33,NA,NA,22.9,NA,NA
"MEN GOING OVER THE TOP","U.S. Army Signal Corps","7032","(American)","(American)","(0)","(0)","()","c. 1914","Gelatin silver print","7 3/8 × 9 5/16"" (18.7 × 23.7 cm)","John Parkinson III Fund","62.1991","Photograph","Photography",1991-03-14,"N",45316,NA,NA,NA,NA,NA,18.7,NA,NA,23.7,NA,NA
"Vortex from Pockets of Wheat","James Siena","23005","(American, born 1957)","(American)","(1957)","(0)","(Male)","1996","Ink and synthetic polymer paint on paper","60 × 40"" (152.4 × 101.6 cm)","Gift of AG Rosen and Deborah Sonzogni","1718.2015.1","Drawing","Drawings & Prints",2015-10-27,"Y",197022,"http://www.moma.org/collection/works/197022","http://www.moma.org/media/W1siZiIsIjM2MDA2OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=93c8342f96153d6e",NA,NA,NA,152.4003048006,NA,NA,101.6002032004,NA,NA
"Plate XIII (facing page 162) from LIVRET DE FOLASTRIES, À JANOT PARISIEN","Aristide Maillol","3697","(French, 1861–1944)","(French)","(1861)","(1944)","(Male)","1927-1940",NA,"irreg. composition  3 7/8 x 2 1/16"" (9.8 x 5.3 cm)","The Louis E. Stern Collection","905.1964.33","Illustrated Book","Drawings & Prints",1964-10-06,"N",27856,NA,NA,NA,NA,NA,9.8,NA,NA,5.3,NA,NA
"UNTITLED (Two Men and Parking Meter)","Richard Kalvar","2973","(American, born 1944)","(American)","(1944)","(0)","(Male)","n.d.","Gelatin silver print","5 3/4 × 8 3/4"" (14.7 × 22.3 cm)","Gift of the artist","351.1974","Photograph","Photography",1974-06-04,"N",51499,NA,NA,NA,NA,NA,14.7,NA,NA,22.3,NA,NA
"Plate 10 (page 51) from DE MAUVAIS SUJETS","Marc Chagall","1055","(French, born Belarus. 1887–1985)","(French)","(1887)","(1985)","(Male)","1958","Lift ground aquatint and etching, printed in color","plate  14 13/16 x 10 5/8"" (37.7 x 27 cm)","The Louis E. Stern Collection","757.1964.10","Illustrated Book","Drawings & Prints",1964-10-06,"N",23089,NA,NA,NA,NA,NA,37.7,NA,NA,27,NA,NA
"Donated Object: Pair of Work Gloves","Pope.L","37145","(American, born 1955)","(American)","(1955)","(0)","(Male)","2003","Gloves",NA,"Fund for the Twenty-First Century and Deborah Wye Endowment Fund","626.2014.4.a-b","Installation","Drawings & Prints",2014-10-02,"N",223520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Untitled from Kartinki-Voina russkikh s nemtsami (Russia's War with the Germans in Pictures)","Unknown Artists","23308",NA,"()","(0)","(0)","()","c. 1914","Lithograph with watercolor and gouache additions and lithographed manuscript text","composition: 9 5/16 × 7 1/8"" (23.6 × 18.1 cm); sheet: 12 11/16 × 9 7/16"" (32.3 × 24 cm)","Gift of The Judith Rothschild Foundation","204.2001.48","Print","Drawings & Prints",2001-01-24,"Y",282584,"http://www.moma.org/collection/works/282584","http://www.moma.org/media/W1siZiIsIjQzMTcwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d602d9dd18ecd419",NA,NA,NA,23.6,NA,NA,18.1,NA,NA
"Architect's Office, Tabaqueros No. 24, Col. San Nicolás Totoloapan, México, D.F","José Antonio Attolini Lack","43916","(Mexican, 1931–2012)","(Mexican)","(1931)","(2012)","(Male)","1978","Pencil on paper","various","Gift of Carmen Pesqueira de Attolini","662.2014.1-4","Architecture","Architecture & Design",NA,"N",187485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt and Palestine, Vol. I","Francis Frith","2015","(British, 1822–1898)","(British)","(1822)","(1898)","(Male)","1858-59","Albumen silver prints","Cover: 17 1/16 × 12 1/2"" (43.3 × 31.8 cm)","Transferred from the Museum Library","169.1974.1-37","Photograph","Photography",1974-04-02,"N",91425,NA,NA,NA,NA,NA,15.3,NA,NA,22.9,NA,NA
"The Menaced Assassin","René Magritte","3692","(Belgian, 1898–1967)","(Belgian)","(1898)","(1967)","(Male)","Brussels 1927","Oil on canvas","59 1/4"" x 6' 4 7/8"" (150.4 x 195.2 cm)","Kay Sage Tanguy Fund","247.1966","Painting","Painting & Sculpture",1966-04-12,"Y",79267,"http://www.moma.org/collection/works/79267","http://www.moma.org/media/W1siZiIsIjI2MzUzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fd2ae059640b4190",NA,NA,NA,150.4,NA,NA,195.2,NA,NA
"My Daddy Bought Me a Government Bond of the Third Liberty Loan. Did Yours?","Unknown Artist","23390","(Nationality unknown)","(Nationality unknown)","(0)","(0)","()","1914-18","Poster",NA,"Gift of W. T. Reed","127.1943","Design","Architecture & Design",1943-02-18,"N",5154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sea Waves","George Overbury (""Pop"") Hart","2519","(American, 1868–1933)","(American)","(1868)","(1933)","(Male)","1926","Aquatint and etching, heavily inked in color and printed as a monotype","Plate 9 7/8 x 7 7/8"" (25.2 x 20.0 cm)","Gift of Abby Aldrich Rockefeller","1026.1940","Print","Drawings & Prints",1940-04-05,"N",75255,NA,NA,NA,NA,NA,25.5,NA,NA,20,NA,NA
"The Violet Blooms of Ignisfatuss","Paul Etienne Lincoln","24801","(British, born 1959)","(British)","(1959)","(0)","(Male)","1998","Three screenprints on vellum housed in folders",NA,"Jacqueline Brody Fund and Linda Barth Goldstein Fund","235.2002.1-3","Print","Drawings & Prints",2002-06-18,"Y",85950,"http://www.moma.org/collection/works/85950","http://www.moma.org/media/W1siZiIsIjIyMzIzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7b763dc6ef79549b",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Map #12","Jeremy Anderson","164","(American, 1921–1982)","(American)","(1921)","(1982)","(Male)","1964","Colored pencil, pencil, watercolor, and ink on paper","30 5/8 x 25 1/2"" (77.8 x 64.8 cm)","Eugene and Clare Thaw Fund","509.1965","Drawing","Drawings & Prints",1965-06-08,"Y",37243,"http://www.moma.org/collection/works/37243",NA,NA,NA,NA,77.8,NA,NA,64.8,NA,NA
"New Building","Oliver Boberg","24771","(German, born 1965)","(German)","(1965)","(0)","(Male)","2001","Chromogenic color print","25 1/16 × 37 5/16"" (63.7 × 94.8 cm)
","Gift of Jennifer and David Stockman and Pamela and Arthur Sanders","165.2002.x1-x2","Photograph","Photography",2002-06-13,"Y",85623,"http://www.moma.org/collection/works/85623","http://www.moma.org/media/W1siZiIsIjM4OTg4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=84631ab750f89e80",NA,NA,NA,63.7,NA,NA,94.8,NA,NA
"Isabel Roberts House, River Forest, IL","Frank Lloyd Wright","6459","(American, 1867–1959)","(American)","(1867)","(1959)","(Male)","1908","drawing",NA,"The Frank Lloyd Wright Foundation Archives (The Museum of Modern Art | Avery Architectural & Fine Arts Library, Columbia University, New York)","FLW.DR.0808.001","Frank Lloyd Wright Archive","Architecture & Design",NA,"N",200804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"""A Yankee in Petrograd"" Vol. 1 Revenge's Mask by Jim Dollar (Marietta Saginyan)","Aleksandr Rodchenko","4975","(Russian, 1891–1956)","(Russian)","(1891)","(1956)","(Male)","1924","Gravure","7 x 5"" (17.9 x 12.7 cm)","Kenneth Walker Fund","407.1991.1","Design","Architecture & Design",1991-06-04,"Y",6591,"http://www.moma.org/collection/works/6591","http://www.moma.org/media/W1siZiIsIjU5MzkzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=bf438fae03f4f91a",NA,NA,NA,17.9,NA,NA,12.7,NA,NA
"Stone with Ribbons","Milan Knížák","29427","(Czech, born 1940)","(Czech)","(1940)","(0)","(Male)","1980","Stone and colored linen","Stone: 3 15/16 x 4 1/2 x 4 3/4"" (10 x 11.5 x 12 cm)","The Gilbert and Lila Silverman Fluxus Collection Gift","FC1150","Sculpture","Fluxus Collection",2008-10-08,"N",131422,NA,NA,NA,12,NA,10,NA,NA,11.5,NA,NA
"Hemeroscopium House, Madrid, Spain (Section sketch)","Antón Garcia-Abril, Javier Cuesta Rodríguez-Torices, Débora Mesa","43769, 43770, 43771","(Spanish, born 1969) (Spanish, born 1973) (Spanish, born 1981)","(Spanish) (Spanish) (Spanish)","(1969) (1973) (1981)","(0) (0) (0)","(Male) (Male) (Female)","2005","Ink on paper","Sheet: 5 7/8 x 8 1/4"" (14.9 x 21 cm)","Gift of the architects","658.2013","Architecture","Architecture & Design",2013-06-03,"Y",170672,"http://www.moma.org/collection/works/170672",NA,NA,NA,NA,14.9225298451,NA,NA,20.9550419101,NA,NA
"Alan","Richard Misrach","4022","(American, born 1949)","(American)","(1949)","(0)","(Male)","1972-74","Gelatin silver print","9 7/16 × 10 7/8"" (24 × 27.7 cm)","Acquired through the generosity of Robert Harteveldt","938.2014.48","Photograph","Photography",2014-10-09,"Y",187778,"http://www.moma.org/collection/works/187778","http://www.moma.org/media/W1siZiIsIjMxMDgwOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7f90a36346ea345d",NA,0,NA,43.4,NA,NA,47.2,NA,NA
"Repetition Nineteen I","Eva Hesse","2623","(American, born Germany. 1936–1970)","(American)","(1936)","(1970)","(Female)","1967","Paint and papier-mâché on aluminum screening, 19 units (one missing)","Each 9 1/8 to 10 1/2"" (23.2 to 26.6 cm) x 6 1/2 to 9 1/8"" (16.5 to 23.2 cm) in diameter","Gift of Mr. and Mrs. Murray Charash","105.1973.a-r","Sculpture","Painting & Sculpture",1973-02-13,"Y",80947,"http://www.moma.org/collection/works/80947","http://www.moma.org/media/W1siZiIsIjE1OTg1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f4559b0abdd3abba",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Untitled (page from Sump)","Jerome Neuner","25520","(American, born 1945)","(American)","(1945)","(0)","(Male)","1994","Page with chromogenic color print and text","12 × 9 1/2"" (30.5 × 24.1 cm)","E.T. Harmax Foundation Fund","415.2006.103","Photograph","Photography",2006-05-11,"N",103412,NA,NA,NA,NA,NA,30.4801,NA,NA,24.13,NA,NA
"Plate (page 29) from DISCOURS DE LA MÉTHODE","Roger Vieillard","6150","(French, 1907–1989)","(French)","(1907)","(1989)","(Male)","1948","Engraving with etched caption, printed in black","irreg. composition  7 13/16 x 5 1/8"" (19.8 x 13.1 cm)","The Louis E. Stern Collection","1076.1964.8","Illustrated Book","Drawings & Prints",1964-10-06,"N",31288,NA,NA,NA,NA,NA,19.8,NA,NA,13.1,NA,NA
"Television, Max's and CBGBs","Richard Hell","8490","(American, born 1949)","(American)","(1949)","(0)","(Male)","c.1975","Lithograph","17 x 11"" (43.2 x 27.9 cm)","Gift of Lawrence Benenson","184.2012","Design","Architecture & Design",2012-02-09,"Y",156161,"http://www.moma.org/collection/works/156161","http://www.moma.org/media/W1siZiIsIjI1MjIzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0a4e6e550ba89f44",NA,NA,NA,43.1800863602,NA,NA,27.9400558801,NA,NA
"Cleveland from Cornell Road","Gilbert H. Seaver","5307","(American, 1916–1977)","(American)","(1916)","(1977)","(Male)","1935","Gelatin silver print","10 1/2 × 13 5/8"" (26.7 × 34.6 cm)","Photography Purchase Fund","701.1941","Photograph","Photography",1941-12-10,"Y",56200,"http://www.moma.org/collection/works/56200",NA,NA,NA,NA,26.7,NA,NA,34.6,NA,NA
"Femme de Verrières","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","1922?","Albumen silver print (gold-toned), printed 1978 by Chicago Albumen Works","9 1/2 × 7"" (24 × 18 cm)","Modern print by Chicago Albumen Works from the original negative in the Abbott-Levy Collection, The Museum of Modern Art","478.1980","Photograph","Photography",1980-08-07,"N",54106,NA,NA,NA,NA,NA,24,NA,NA,18,NA,NA
"Untitled from the portfolio SEVEN AQUATINTS","Robert Ryman","5098","(American, 1930–2019)","(American)","(1930)","(2019)","(Male)","1972","Aquatint, printed in color","plate  13 7/8 x 13 9/16"" (35.3 x 34.4 cm)
sheet  24 1/16 x 23 1/2"" (61.1 x 59.7 cm)",NA,"307.1972.2","Print","Drawings & Prints",1972-10-05,"N",66579,NA,NA,NA,NA,NA,35.3,NA,NA,34.4,NA,NA
"eXelento","Ellen Gallagher","7639","(American, born 1965)","(American)","(1965)","(0)","(Female)","2004","Artist's book with modelling clay additions on synthetic polymer cover, housed in synthetic polymer box","page (each): 8 1/4 x 5 7/8"" (21 x 15 cm); overall (book): 2 3/4 x 6 7/16"" (7 x 16.4 x 21 cm); case: 3 9/16 x 7 5/16 x 9 1/8"" (9 x 18.5 x 23.1 cm)","Gift of Anna Marie and Robert F. Shapiro","730.2006","Illustrated Book","Drawings & Prints",2006-11-14,"Y",105420,"http://www.moma.org/collection/works/105420","http://www.moma.org/media/W1siZiIsIjI2MDQzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=103c60910fc598fe",NA,NA,NA,21,NA,NA,15,NA,NA
"Untitled","Agatha Wojciechowsky","6423","(American, 1893–1986)","(American)","(1893)","(1986)","(Female)","1956","Conté crayon on paper","9 x 12"" (22.9 x 30.4 cm)","Gift of the Cordier and Ekstrom Gallery","471.1963","Drawing","Drawings & Prints",1963-10-08,"Y",37069,"http://www.moma.org/collection/works/37069","http://www.moma.org/media/W1siZiIsIjIxOTA2NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=823c416e066acc89",NA,NA,NA,22.9,NA,NA,30.5,NA,NA
"Vertical Lines from the series Line Form Color","Ellsworth Kelly","3048","(American, 1923–2015)","(American)","(1923)","(2015)","(Male)","1951","Ink on paper","7 1/2 x 8"" (19 x 20.3 cm)","Gift of the artist and purchased with funds provided by Jo Carole and Ronald S. Lauder, Sarah-Ann and Werner H. Kramarsky, Mr. and Mrs. James R. Hedges, IV, Kathy and Richard S. Fuld, Jr. and Committee on Drawings Funds","1156.2001.3","Drawing","Drawings & Prints",2001-02-13,"Y",109729,"http://www.moma.org/collection/works/109729","http://www.moma.org/media/W1siZiIsIjE4MjYyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2dba0a21dcc9bba9",NA,NA,NA,19,NA,NA,20.3,NA,NA
"Ornament (page 160) from POÈSIES ANTILLAISES","Henri Matisse","3832","(French, 1869–1954)","(French)","(1869)","(1954)","(Male)","1946-1972",NA,"irreg. composition  1 3/16 x 1 1/4"" (3 x 3.2 cm)","Acquired by exchange","31.1973.125","Illustrated Book","Drawings & Prints",1973-01-04,"N",10245,NA,NA,NA,NA,NA,3,NA,NA,3.2,NA,NA
"Spectrum textile","Verner Panton","4485","(Danish, 1926–1998)","(Danish)","(1926)","(1998)","(Male)","1974","Printed cotton","91 × 90"" (231.1 × 228.6 cm)","Gift of the George R. Kravis II Collection","1283.2018","Design","Architecture & Design",2018-10-15,"N",292747,NA,NA,NA,0,NA,231.1404622809,NA,NA,228.6004572009,NA,NA
