"","Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference..cm.","Depth..cm.","Diameter..cm.","Height..cm.","Length..cm.","Weight..kg.","Width..cm.","Seat.Height..cm.","Duration..sec.."
"111890","Work Drawing: 10 x Place Distance Place","Franz Erhard Walther","7662","(German, born 1939)","(German)","(1939)","(0)","(Male)","1968-74","Watercolor, ink, and pencil on paper","11 5/8 x 8 1/4"" (29.5 x 21 cm)","Richard S. Zeisler Bequest (by exchange)","42.2011.5.a-b","Drawing","Drawings","2011-02-07","Y",162316,"http://www.moma.org/collection/works/162316","http://www.moma.org/media/W1siZiIsIjI0OTA0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c0691979077a3adb",NA,NA,NA,29.5275590551,NA,NA,20.9550419101,NA,NA
"73759","West 23rd","Jack Tworkov","5989","(American, born Poland. 1900–1982)","(American)","(1900)","(1982)","(Male)","1963","Oil on canvas","60 x 6' 8"" (152.6 x 203.3 cm)","Purchase","274.1963","Painting","Painting & Sculpture","1963-05-07","Y",79358,"http://www.moma.org/collection/works/79358","http://www.moma.org/media/W1siZiIsIjE1NjM0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b51c72aaab31efc6",NA,NA,NA,152.6,NA,NA,203.3,NA,NA
"128111","Wij Nu Experimental Tooneel stationery note paper","Piet Zwart","6592","(Dutch, 1885–1977)","(Dutch)","(1885)","(1977)","(Male)","1925–1926","Letterpress","11 1/2 × 8 1/4"" (29.2 × 21 cm)","Elaine Lustig Cohen Collection, Gift of Lawrence Benenson and the Committee on Architecture and Design Funds","1534.2015.1","Design","Architecture & Design","2015-10-19","Y",203300,"http://www.moma.org/collection/works/203300",NA,NA,NA,NA,29.2100584201,NA,NA,20.9550419101,NA,NA
"104160","Fuchs Addition to Perls House, Berlin-Zehlendorf, Germany, Three elevations (print of 26.13)","Ludwig Mies van der Rohe","7166","(American, born Germany. 1886–1969)","(American)","(1886)","(1969)","(Male)","1928","Pencil on tracing paper","19 1/4 x 15 1/4"" (48.9 x 38.7 cm)","Mies van der Rohe Archive, gift of the architect
","MR26.7","Mies van der Rohe Archive","Architecture & Design",NA,"N",142658,NA,NA,NA,NA,NA,48.8950977902,NA,NA,38.7350774702,NA,NA
"65659","The 1920's ... The Migrants Arrive and Cast Their Ballots from Kent Bicentennial Portfolio: Sprint of Independence","Jacob Lawrence","3418","(American, 1917–2000)","(American)","(1917)","(2000)","(Male)","1974 (published 1975).","One screenprint from a portfolio of six lithographs, three screenprints, two lithograph and screenprints and one screenprint with collage additions","composition  32 x 24 3/8"" (81.3 x 61.9 cm)
sheet  34 3/8 x 25 7/8"" (87.3 x 65.7 cm)","Gift of Lorillard, A Division of Loews Theatres, Inc.","503.1976.8","Print","Prints & Illustrated Books","1976-11-10","Y",70221,"http://www.moma.org/collection/works/70221",NA,NA,NA,NA,81.3,NA,NA,61.9,NA,NA
"51525","The Dargle Rock","Payne Jennings","2905","(British)","(British)","(0)","(0)","()","c. 1880","Albumen silver print","9 3/8 x 11 1/2"" (23.9 x 29.1 cm)","John Parkinson III Fund","516.1981","Photograph","Photography","1981-12-17","Y",54616,"http://www.moma.org/collection/works/54616","http://www.moma.org/media/W1siZiIsIjE1OTQ4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d535b48c27cae1f4",NA,NA,NA,23.9,NA,NA,29.1,NA,NA
"9576","In-text plate (page 30) from Traces Suspectes en Surface","Robert Rauschenberg","4823","(American, 1925–2008)","(American)","(1925)","(2008)","(Male)","1972–78, published 1978","Lithograph from an illustrated book of twenty-six lithographs (including four colophon pages)","composition (irreg.): 12 5/16 x 18 9/16"" (31.2 x 47.2cm); sheet (unfolded): 27 3/16 × 41 1/8"" (69 × 104.5 cm)","Gift of Celeste Bartos","48.1979.22","Illustrated Book","Prints & Illustrated Books","1979-01-23","N",10735,NA,NA,NA,NA,NA,31.2,NA,NA,47.2,NA,NA
"16173","Duplicate of plate from page 160 from (Prospectus for) Réincarnations du Père Ubu","Georges Rouault","5053","(French, 1871–1958)","(French)","(1871)","(1958)","(Male)","1916-1932","Wood engraving, printed in black","irreg. composition  11 1/2 x 7 3/4"" (29.3 x 19.7 cm)","Gift of Ambroise Vollard","464.1937.2","Illustrated Book","Prints & Illustrated Books","1937-12-03","N",17485,NA,NA,NA,NA,NA,29.3,NA,NA,19.7,NA,NA
"45394","Making Flowers in a Slum Home","Lewis W. Hine","2657","(American, 1874–1940)","(American)","(1874)","(1940)","(Male)","1908","Gelatin silver print","13 1/2 x 10 1/2"" (34.3 x 26.7 cm)","Purchase","197.1944","Photograph","Photography","1944-11-08","Y",48261,"http://www.moma.org/collection/works/48261","http://www.moma.org/media/W1siZiIsIjIwMDI0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b1da252227d998fb",NA,NA,NA,34.3,NA,NA,26.7,NA,NA
"119191","Fabric Sample","Anni Albers","96","(American, born Germany. 1899–1994)","(American)","(1899)","(1994)","(Female)","c. 1948","Harness maker's thread","4 1/4 x 3"" (10.8 x 7.6 cm)","Gift of Josef Albers","450.1970.100","Design","Architecture & Design","1970-11-05","Y",179240,"http://www.moma.org/collection/works/179240",NA,NA,NA,NA,NA,10.795,NA,7.6,NA,NA
"69867","Central Park","Stefan Hirsch","2668","(American, 1899–1964)","(American)","(1899)","(1964)","(Male)","1930","Lithograph","composition  8 11/16 x 12 1/2"" (22.1 x 31.8 cm)
sheet  11 5/16 x 15 15/16"" (28 x 40.6 cm)","Gift of Abby Aldrich Rockefeller","953.1940","Print","Prints & Illustrated Books","1940-04-05","Y",74917,"http://www.moma.org/collection/works/74917",NA,NA,NA,NA,22.1,NA,NA,31.8,NA,NA
"26552","Headpiece (page 30) from DIALOGUES DES COURTISANES","Aristide Maillol","3697","(French, 1861–1944)","(French)","(1861)","(1944)","(Male)","1944-1948",NA,"irreg. composition  6 11/16 x 6 7/8"" (17 x 17.5 cm)","The Louis E. Stern Collection","908.1964.A14","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",27925,NA,NA,NA,NA,NA,17,NA,NA,17.5,NA,NA
"45335","Man Rowing: Plate 328 from Animal Locomotion (1887)","Eadweard J. Muybridge","4192","(American, born England. 1830–1904)","(American)","(1830)","(1904)","(Male)","1884-86","Glass transparency","2 7/8 x 2 3/8"" (7.3 x 6 cm)","Gift of the Philadelphia Commercial Museum","194.1937","Photograph","Photography","1937-03-17","N",48196,NA,NA,NA,NA,NA,7.3,NA,NA,6,NA,NA
"16130","Portrait (frontispiece) from Visages","Wols (A. O. Wolfgang Schulze)","6432","(German, 1913–1951)","(German)","(1913)","(1951)","(Male)","1948","One from an illustrated book with four drypoints","plate: 5 1/2 × 3 1/16"" (13.9 × 7.8 cm); page: 7 3/8 × 4 13/16"" (18.8 × 12.2 cm)","Henry Church Fund","457.1949.1","Illustrated Book","Prints & Illustrated Books","1949-09-29","Y",17440,"http://www.moma.org/collection/works/17440","http://www.moma.org/media/W1siZiIsIjI3NjQ1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6babde9674c9a3ea",NA,NA,NA,13.9,NA,NA,7.8,NA,NA
"5465","""A Yankee in Petrograd"" Vol. 6 Pro and Con by Jim Dollar (Marietta Saginyan)","Aleksandr Rodchenko","4975","(Russian, 1891–1956)","(Russian)","(1891)","(1956)","(Male)","1924","Gravure","7 x 5"" (17.9 x 12.7 cm)","Kenneth Walker Fund","407.1991.6","Design","Architecture & Design","1991-06-04","Y",6598,"http://www.moma.org/collection/works/6598","http://www.moma.org/media/W1siZiIsIjU5Mzk4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=0fa89191acc1cbae",NA,NA,NA,17.9,NA,NA,12.7,NA,NA
"44719","ISMAIL PASHA OF EGYPT (1830-95)","L. Crenuere & Cie.","1304","(French)","(French)","(0)","(0)","()","1865-75","Albumen silver print","3 1/2 x 2 1/4"" (9 x 5.7 cm)",NA,"178.1982.46","Photograph","Photography","1982-05-13","N",47571,NA,NA,NA,NA,NA,9,NA,NA,5.7,NA,NA
"51518","Torso, San Francisco","Dorothea Lange","3373","(American, 1895–1965)","(American)","(1895)","(1965)","(Female)","1923","Gelatin silver print","12 9/16 x 10 1/8"" (32 x 25.7 cm)","Purchase","515.1995","Photograph","Photography","1995-06-15","N",54609,NA,NA,NA,NA,NA,32,NA,NA,25.7,NA,NA
"65800","Seated Nude (Sitzender weiblicher Akt) from the portfolio New European Graphics, 3rd Portfolio: German Artists, 1921 (Neue europäische Graphik, 3. Mappe: Deutsche Künstler, 1921)","Heinrich Campendonk","940","(German, 1889–1957)","(German)","(1889)","(1957)","(Male)","(1920-21, published 1922-23)","Woodcut","composition: 8 11/16 x 8 5/8"" (22 x 21.9 cm); sheet: 13 3/4 x 12 3/8"" (35 x 31.5 cm)","Gift of Mr. and Mrs. R. Kirk Askew, Jr.","517.1961","Print","Prints & Illustrated Books","1962-01-09","Y",70380,"http://www.moma.org/collection/works/70380",NA,NA,NA,NA,22,NA,NA,21.9,NA,NA
"76581","Calotypes by D.O. Hill","David Octavius Hill","2648","(British, 1802–1870)","(British)","(1802)","(1870)","(Male)","1843-47","Calotype","5 9/16 x 8 3/16"" (14.1 x 20.8 cm)","Gift of Edward Steichen","75.1964.121","Photograph","Photography","1964-01-07","N",83069,NA,NA,NA,NA,NA,14.1,NA,NA,20.8,NA,NA
"99165","Untitled","Bruce Nauman","4243","(American, born 1941)","(American)","(1941)","(0)","(Male)","2008","Ink on paper","8 1/2 x 11"" (21.6 x 27.9 cm)","Gift of the artist","330.2010","Drawing","Drawings","2010-05-12","Y",132349,"http://www.moma.org/collection/works/132349","http://www.moma.org/media/W1siZiIsIjE4MzU3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=599d071da29741d8",NA,NA,NA,21.5900431801,NA,NA,27.9400558801,NA,NA
"69190","Winter","Yasuo Kuniyoshi","3296","(American, 1889–1953)","(American)","(1889)","(1953)","(Male)","1934","Lithograph","Sheet 10 x 13 7/8"" (25.4 x 35.3 cm) Comp. 9  5/16 x 12 5/16"" (23.7 x 31.3 cm)(irreg.)","Given anonymously","796.1963","Print","Prints & Illustrated Books","1964-01-07","N",74148,NA,NA,NA,NA,NA,23.7,NA,NA,31.3,NA,NA
"14185","Variant of plate from folio 10 (supplementary suite, plate 5) from LE STANZE OSCURE","Cesare Peverelli","4590","(Italian, 1922–2000)","(Italian)","(1922)","(2000)","(Male)","1965","Aquatint, printed in black","plate  7 3/4 x 4 3/16"" (19.7 x 10.7 cm)","Monroe Wheeler Fund","314.1966.B05","Illustrated Book","Prints & Illustrated Books","1966-05-10","N",15435,NA,NA,NA,NA,NA,19.7,NA,NA,10.7,NA,NA
"114326","Album","Terry Winters","6408","(American, born 1949)","(American)","(1949)","(0)","(Male)","1989","One from a series of nine etching and aquatints","composition  20 5/8 x 16 1/16"" (52.4 x 40.8 cm)","Gift of Susan and Arthur Fleischer, Jr.","405.1991.7","Print","Prints & Illustrated Books","1992-01-22","N",166815,NA,NA,NA,NA,NA,52.4,NA,NA,40.8,NA,NA
"78603","The Cave of Sleep, design for the ballet","Pavel Tchelitchew","5821","(American, born Russia. 1898–1957)","(American)","(1898)","(1957)","(Male)","(1941)","Gouache on paper","11 3/8 x 7 1/4"" (28.9 x 18.4 cm)","Gift of the artist","64.1942.7","Drawing","Drawings","1942-01-01","Y",85423,"http://www.moma.org/collection/works/85423",NA,NA,NA,NA,28.8926,NA,NA,18.415,NA,NA
"16813","Plate VIII (folio 33) from ELEPHANT SKULL","Henry Moore","4071","(British, 1898–1986)","(British)","(1898)","(1986)","(Male)","(Print executed 1969)","Etching, printed in black","plate  9 1/4 x 12 1/8"" (23.5 x 30.8 cm)","Gift of the artist and the publisher","520.1971.13","Illustrated Book","Prints & Illustrated Books","1971-10-07","N",18144,NA,NA,NA,NA,NA,23.5,NA,NA,30.8,NA,NA
"53159","The Emancipation. Park Square, Boston, Massachusetts","Lee Friedlander","2002","(American, born 1934)","(American)","(1934)","(0)","(Male)","1974","Gelatin silver print","12 1/16 x 8 1/16"" (30.7 x 20.4 cm)","Purchase","726.2000","Photograph","Photography","2000-10-12","N",56286,NA,NA,NA,NA,NA,30.7,NA,NA,20.4,NA,NA
"117487","Untitled","Unknown photographer","8595",NA,"()","(0)","(0)","()","1925-27","Album of 573 gelatin silver prints, 1 tintype, newspaper","11 1/4 x 15 1/2"" (28.6 x 39.4 cm)","Gift of Peter J. Cohen","889.2010.30","Photograph","Photography","2010-10-07","N",174523,NA,NA,NA,NA,NA,28.5750571501,NA,NA,39.3700787402,NA,NA
"17815","Duplicate of plate from folio 47 (supplementary suite, plate 40) from LA VILLE","Frans Masereel","3814","(Belgian, 1889–1972)","(Belgian)","(1889)","(1972)","(Male)","1925",NA,"composition  6 3/8 x 4 1/2"" (16.2 x 11.4 cm)","Purchase","587.1949.142","Illustrated Book","Prints & Illustrated Books","1949-09-29","N",19155,NA,NA,NA,NA,NA,16.2,NA,NA,11.4,NA,NA
"72355","Untitled (New Perspective on Floors I)","Allen Jones","2931","(British, born 1937)","(British)","(1937)","(0)","(Male)","1966","Lithograph","composition (irreg.): 29 1/8 x 22 1/16"" (73.9 x 56.1cm); sheet: 30 1/16 x 22 1/16"" (76.4 x 56.1cm)","Gift of Kleiner, Bell & Co.","1827.1967","Print","Prints & Illustrated Books","1974-01-10","Y",77633,"http://www.moma.org/collection/works/77633","http://www.moma.org/media/W1siZiIsIjI3NDk3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4ba5b4306bef045f",NA,NA,NA,73.9,NA,NA,56.1,NA,NA
"72157","8 MONOCHROMES","Herbert Bayer","399","(American, born Austria. 1900–1985)","(American)","(1900)","(1985)","(Male)","(November 5-December 22, 1965)","Ten lithographs","Various composition dimensions.  Sheet (ea. approx.):  20 1/16 x 20"" (51.0 x 50.9 cm)","Gift of Kleiner, Bell & Co.","1635.1967.1-10","Print","Prints & Illustrated Books","1974-01-10","N",77391,NA,NA,NA,NA,NA,51,NA,NA,50.9,NA,NA
"14813","Vignette (folio 100) from THE DEPARTURE OF THE ARGONAUT","Francesco Clemente","1145","(Italian, born 1952)","(Italian)","(1952)","(0)","(Male)","1983-86","Photolithograph, printed in black","irreg. composition  4 1/2 x 3 3/8"" (11.5 x 8.6 cm)","Gift of Petersburg Press Inc.","343.1986.49","Illustrated Book","Prints & Illustrated Books","1986-10-15","N",16090,NA,NA,NA,NA,NA,11.5,NA,NA,8.6,NA,NA
"7313","Design and Paper, Number 19","Ladislav Sutnar","5740","(American, born Bohemia (now Czech Republic). 1897–1976)","(American)","(1897)","(1976)","(Male)","1945","Letterpress","8 x 4 15/16 (20.3 x 12.5 cm)","Jan Tschichold Collection, Gift of Philip Johnson","986.1999","Design","Architecture & Design","1999-12-10","Y",8460,"http://www.moma.org/collection/works/8460","http://www.moma.org/media/W1siZiIsIjExMDM1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=b9c651a32117aeb2",NA,NA,NA,20.3,NA,NA,12.5,NA,NA
"51419","Untitled","László Moholy-Nagy","4048","(American, born Hungary. 1895–1946)","(American)","(1895)","(1946)","(Male)","1923","Gelatin silver print (photogram)","6 15/16 x 9 5/16"" (17.7 x 23.7 cm)","Anonymous gift","507.1939","Photograph","Photography","1940-04-05","N",54509,NA,NA,NA,NA,NA,17.7,NA,NA,23.7,NA,NA
"15445","Plate (folio 38) from XXXIII SONNETS","Jean Piaubert","4606","(French, 1900–2002)","(French)","(1900)","(2002)","(Male)","1950",NA,"irreg. composition  11 1/4 x 9 1/4"" (28.5 x 23.5 cm)","Given anonymously","408.1954.16","Illustrated Book","Prints & Illustrated Books","1954-09-30","N",16747,NA,NA,NA,NA,NA,28.5,NA,NA,23.5,NA,NA
"53927","The Armstrong-Slater Memorial Trade School","Frances Benjamin Johnston","7851","(American, 1864–1952)","(American)","(1864)","(1952)","(Female)","1899-1900","Platinum print","7 9/16 x 9 7/16"" (19.2 x 24 cm)","Gift of Lincoln Kirstein","859.1965.155","Photograph","Photography","1965-11-09","Y",57059,"http://www.moma.org/collection/works/57059","http://www.moma.org/media/W1siZiIsIjIwOTQ2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=787c8790a4b7d744",NA,NA,NA,19.2,NA,NA,24,NA,NA
"37204","QUAI DES ORFÈVRES","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","1902-03","Albumen silver print",NA,"Abbott-Levy Collection. Partial gift of Shirley C. Burden","1.1969.1876","Photograph","Photography","1968-03-06","N",39853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38832","Fontainebleau, rochers","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","n.d.","Matte albumen silver print",NA,"Abbott-Levy Collection. Partial gift of Shirley C. Burden","1.1969.3341","Photograph","Photography","1968-03-06","N",41482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8865","Plate (folio 7) from (POEMS)","Willem de Kooning","3213","(American, born the Netherlands. 1904–1997)","(American)","(1904)","(1997)","(Male)","1967-1988",NA,"irreg. composition  13 3/8 x 10 11/16"" (34 x 27.2 cm)","Gift of Benjamin Shiff","28.1990.6","Illustrated Book","Prints & Illustrated Books","1990-01-16","N",10015,NA,NA,NA,NA,NA,34,NA,NA,27.2,NA,NA
"46024","Plaza, State of Puebla","Paul Strand","5685","(American, 1890–1976)","(American)","(1890)","(1976)","(Male)","1933","Photogravure","4 15/16 x 6 7/16"" (12.6 x 16.3 cm)","Gift of William A. Grigsby","222.1966.10","Photograph","Photography",NA,"N",48917,NA,NA,NA,NA,NA,12.6,NA,NA,16.3,NA,NA
"98380","Le Moulin de Saint-Ouen from the portfolio Bayard: XXV Calotypes, 1842-1850","Hippolyte Bayard","398","(French, 1801–1887)","(French)","(1801)","(1887)","(Male)","1842-50","Calotype, printed by MM. Gassman père et fils, 1965",NA,"Purchase","831.1965.9","Photograph","Photography","1965-11-09","N",131156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122986","While We’re Young","Noah Baumbach","47563","(American, born 1969)","(American)","(1969)","(0)","(Male)","2015","35mm film",NA,"Committee on Film Funds","F2015.10","Film","Film","2015-02-17","Y",190935,"http://www.moma.org/collection/works/190935","http://www.moma.org/media/W1siZiIsIjMxNjUyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4a42dd4422e89379",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114480","Postal Dossier (Dossier postale)","Alighiero Boetti","630","(Italian, 1940–1994)","(Italian)","(1940)","(1994)","(Male)","1969-70","Paperboard folder containing photocopies","folder: 13 3/4 x 9 13/16"" (35 x 25 cm)","Gift of Sperone Westwater","1268.2012.25","Print","Prints & Illustrated Books","2012-10-03","N",167323,NA,NA,NA,0,NA,35,NA,NA,25,NA,NA
"108513","La flor de mi secreto","Pedro Almodóvar","40628","(Spanish, born 1949)","(Spanish)","(1949)","(0)","(Male)","1995",NA,"27 x 39"" (68.6 x 99.1 cm)","Department of Film Purchase, 2011","F2356","Work on Paper","Film",NA,"N",152007,NA,NA,NA,0,NA,68.5801371603,NA,NA,99.0601981204,NA,NA
"35873","Rite of Spring: Decor study for the ballet","Sidney Nolan","4325","(Australian, 1917–1992)","(Australian)","(1917)","(1992)","(Male)","(1962)","Metallic paint, crayon, and gouache on paper","20 1/2 x 25"" (51.9 x 63.4 cm)","Gift of the artist","1141.1964","Drawing","Drawings","1964-11-10","Y",38442,"http://www.moma.org/collection/works/38442",NA,NA,NA,NA,52.1,NA,NA,63.5,NA,NA
"82775","Staglieno Cemetery, Genoa, Italy","Lee Friedlander","2002","(American, born 1934)","(American)","(1934)","(0)","(Male)","1993","Gelatin silver print","14 15/16 x 14 13/16"" (37.9 x 37.6 cm)","Gift of the photographer","276.2005","Photograph","Photography","2005-05-11","N",93179,NA,NA,NA,NA,NA,37.9,NA,NA,37.6,NA,NA
"52988","(Drawing after KÄsebier's ""Serbonne"")","Edward Steichen","5623","(American, born Luxembourg. 1879–1973)","(American)","(1879)","(1973)","(Male)","1901","Charcoal drawing","9 1/16 x 7 1/4"" (23 x 18.5 cm)","Gift of Knox Burger","691.1983.27","Photograph","Photography","1983-11-10","N",56111,NA,NA,NA,NA,NA,23,NA,NA,18.5,NA,NA
"23962","Headpiece (page 35) from FRIPERIES","Raoul Dufy","1646","(French, 1877–1953)","(French)","(1877)","(1953)","(Male)","1922-1923","Woodcut, printed in black, with watercolor additions","composition  1 5/8 x 4"" (4.2 x 10.2 cm)","The Louis E. Stern Collection","816.1964.12","Illustrated Book","Prints & Illustrated Books","1964-10-06","N",25334,NA,NA,NA,NA,NA,4.2,NA,NA,10.2,NA,NA
"36393","CHÂTEAU DE VILLIERS. 67 RUE DE VILLIERS. NEUILLY-SUR-SEINE","Eugène Atget","229","(French, 1857–1927)","(French)","(1857)","(1927)","(Male)","1914","Albumen silver print",NA,"Abbott-Levy Collection. Partial gift of Shirley C. Burden","1.1969.1143","Photograph","Photography","1968-03-06","N",39040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16354","Chudo v pustyne. Stikhi","Sandro Fazini","23404",NA,"()","(0)","(0)","(Male)","1917",NA,"Page: 8 1/2 x 7 1/4"" (21.6 x 18.4 cm)","Gift of The Judith Rothschild Foundation","473.2001","Illustrated Book","Prints & Illustrated Books","2001-01-24","N",17669,NA,NA,NA,NA,NA,21.6,NA,NA,18.4,NA,NA
"12637","Plate 2 (folio 13) from DECLARACION UNIVERSAL DE DERECHOS HUMANOS","Rufino Tamayo","5795","(Mexican, 1899–1991)","(Mexican)","(1899)","(1991)","(Male)","1984","Lithograph, printed in color","composition  19 3/4 x 13 13/16"" (50.2 x 35.1 cm)
sheet  19 3/4 x 13 13/16"" (50.2 x 35.1 cm)","Given anonymously","215.1986.2","Illustrated Book","Prints & Illustrated Books","1986-05-20","N",13831,NA,NA,NA,NA,NA,50.2,NA,NA,35.1,NA,NA
"14801","Double page in-text plate (folios 78 and 79) from THE DEPARTURE OF THE ARGONAUT","Francesco Clemente","1145","(Italian, born 1952)","(Italian)","(1952)","(0)","(Male)","1983-86","Photolithograph, printed in color","irreg. composition  16 5/16 x 31 15/16"" (41.4 x 81.1 cm)","Gift of Petersburg Press Inc.","343.1986.38","Illustrated Book","Prints & Illustrated Books","1986-10-15","N",16078,NA,NA,NA,NA,NA,41.4,NA,NA,81.1,NA,NA
"68616","Landscape","Jules Engel","1729","(American, born 1922)","(American)","(1922)","(0)","(Male)","(January 1961)","Lithograph","composition (irreg.): 32 1/2 x 21 7/8"" (82.5 x 55.5 cm); sheet: 41 5/16 x 29 1/2"" (104.9 x 74.9 cm)","Gift of Kleiner, Bell & Co.","721.1967","Print","Prints & Illustrated Books","1967-12-13","Y",73490,"http://www.moma.org/collection/works/73490",NA,NA,NA,NA,82.5,NA,NA,55.5,NA,NA
